id,best_players,min_players,max_playtime,weight
181089,2.0,2,15,1
12287,8.0,2,15,1
167723,,2,20,1.6667
18563,5.0,2,30,1.4286
145209,4.0,2,60,2.3077
271942,3.0,2,40,1
36639,2.0,2,20,2.25
194079,4.0,2,15,1
11126,2.0,2,360,3
877,3.0,2,60,1.8571
208360,,3,20,0
7060,2.0,1,30,2.75
195214,,2,75,3
247730,3.0,2,15,1
255597,4.0,2,50,1
27949,5.0,2,20,1.5
29741,2.0,2,15,1.5
16499,2.0,2,45,1.6218
252990,,2,10,1
451,4.0,3,30,1.5
131496,5.0,1,90,3.6
4092,4.0,2,30,1.6667
91197,,2,20,1
189816,,2,0,1
17918,4.0,2,0,1.5
197935,,2,180,2.5
66457,,2,30,1.8333
19802,2.0,2,30,2
112233,,3,15,1.3333
264282,2.0,2,50,2.75
19781,4.0,2,75,1
810,,2,0,2
2674,2.0,2,20,2
255341,2.0,2,90,2.6667
1120,6.0,2,45,1.75
93867,2.0,2,30,1.5333
3746,2.0,2,60,2.1667
260233,,2,30,1
13010,4.0,2,30,1.5
306482,4.0,1,120,3
3844,,2,20,1.5
203170,,1,60,2
254145,,2,20,1
11292,,2,150,2.1818
12496,,2,0,2.8
192233,5.0,3,20,1
4393,2.0,2,10,1.2857
270077,,1,40,2
31477,2.0,2,30,1.5
180339,4.0,2,25,1.6
220721,3.0,2,0,1.5
9156,,2,30,1.25
18945,2.0,1,360,2.5714
5797,,2,60,3
169984,1.0,1,15,1
1142,,2,30,1.6
5030,2.0,2,30,1.3333
25001,3.0,1,45,2.2
18908,2.0,2,360,2.8571
332317,,3,20,2
143200,4.0,3,0,1.2
65556,4.0,2,15,1.2
34310,,2,240,3.3333
12222,,2,45,1.6667
140675,2.0,2,20,1
245503,,3,15,1
495,4.0,3,60,2.04
198269,6.0,4,50,1
111543,4.0,2,40,1.3333
172517,4.0,1,90,2
7040,2.0,2,120,3
228141,,2,25,0
77548,,1,10,1.5
6915,2.0,2,120,2.2
20888,2.0,2,240,3
49435,2.0,2,30,1.6
227221,,3,30,1
172940,3.0,1,15,1
153484,,2,30,0
151215,,3,20,1.3333
256875,4.0,2,20,0
225481,,2,60,1.3333
25479,2.0,1,120,2.375
240134,,2,0,0
202566,3.0,2,30,1
164838,,3,45,1.3333
113780,1.0,3,10,1
128419,1.0,1,20,2.2
152621,6.0,2,45,1
40388,4.0,2,30,2.75
217827,4.0,1,0,1
25461,,2,10,2
209893,2.0,2,10,0
172642,,2,15,1
15614,9.0,3,45,1
259704,4.0,2,20,1.6667
176898,,3,45,1.3333
286261,4.0,2,75,2
12539,,2,30,1
165796,4.0,3,15,1.1667
41860,4.0,3,10,1
1291,2.0,2,20,1.8421
42227,,2,15,2
6404,,2,120,2.0833
164300,4.0,2,30,1.1667
4147,4.0,2,90,2.3333
36985,2.0,2,30,2
8835,2.0,2,240,3.2
77454,,2,120,1
5002,2.0,1,60,1.7083
53,,3,0,3
1790,4.0,2,120,2.2857
3156,2.0,2,90,2
8388,2.0,1,240,2.75
24820,,2,45,2.1667
116948,6.0,1,40,1.5652
262622,2.0,2,10,1
265583,4.0,2,10,1
304,4.0,2,30,1.9
242553,4.0,2,10,1.5
186461,4.0,3,90,2
13371,1.0,1,180,2.8
33962,4.0,2,180,2.3478
2473,,2,20,2
3946,2.0,2,10,1.5
266259,3.0,2,20,1.5
1336,4.0,3,60,2.2222
2942,2.0,2,30,1.7391
3001,4.0,2,90,2.4
230915,,2,0,0
13031,2.0,2,60,1.5
1735,2.0,2,10,1.5
51495,,2,60,1
33024,3.0,2,30,1.6154
192635,2.0,3,30,1.5
60210,5.0,2,60,2.5
16184,4.0,3,45,1.2222
156358,5.0,3,20,1.8333
116972,3.0,2,15,1.3333
12964,2.0,2,30,1.5
11972,4.0,2,20,1
29317,4.0,3,120,2.2
192245,,3,0,0
137931,4.0,2,10,1.0455
2380,,2,45,2.125
46800,6.0,2,15,1.0667
268921,,2,90,2.5
153509,4.0,2,20,1.25
6526,,2,120,2
85472,5.0,2,30,2.1667
326804,10.0,4,30,1
992,2.0,2,30,2
232385,5.0,3,30,1
4268,,2,10,1.3333
6129,2.0,2,240,3
325415,,1,120,2
279967,4.0,1,60,2
132616,,2,30,1
11476,2.0,2,300,2.2857
36523,3.0,2,30,1.4
28296,4.0,2,0,1.25
2195,2.0,2,45,2
7256,3.0,2,20,1.3333
2760,4.0,2,60,1.5833
27876,2.0,2,10,2
1211,3.0,2,15,1.12
8409,2.0,2,120,3.25
15163,4.0,2,30,1.6
76447,5.0,3,60,2
113360,,2,30,2.2
131126,,2,30,1.2
179574,2.0,2,60,1.5
2364,4.0,2,45,2.0667
141980,6.0,3,20,1.4
3096,,2,45,1.5
241489,2.0,1,15,1
74309,2.0,1,240,2.75
60872,5.0,2,30,1.5
5922,2.0,2,240,3
67144,4.0,2,20,1
154721,3.0,2,30,1
12519,2.0,2,0,2.6
3198,,2,60,0
2558,,2,20,1.75
25004,3.0,3,60,1.5714
239189,2.0,1,180,2.6667
8220,2.0,2,180,1.75
153980,3.0,2,30,2
900,,2,30,1.7143
6687,2.0,2,180,2.4
290755,,1,15,0
90968,4.0,2,15,1.2
9418,2.0,1,360,3
192275,4.0,2,30,1.5
165888,6.0,2,30,2
104633,4.0,2,45,2.375
129290,,2,30,2.2
217320,4.0,2,15,1
22674,2.0,2,0,2.8333
5619,4.0,2,45,1
5377,,2,10,1.4
235940,4.0,2,30,1
11456,5.0,2,30,1.2727
6902,2.0,2,30,1.625
138748,6.0,2,10,1
5043,1.0,2,60,3
1983,4.0,2,60,2
145793,,1,15,1.5
235468,,3,30,1.5
166248,,2,30,1.7143
272364,6.0,4,10,1
40417,4.0,2,60,2.2308
18840,2.0,2,0,2
313603,2.0,2,0,1.5
975,,3,60,1.8
19725,4.0,2,60,1.5
22123,1.0,1,15,2.3333
147445,6.0,2,10,1
330022,,1,120,3
174057,4.0,2,20,1.2
5966,,2,20,1
37694,6.0,3,20,1.1111
99166,,2,15,1
97339,6.0,3,20,1.6
2337,4.0,1,60,2.5
1954,4.0,3,120,2.6667
176884,5.0,3,45,2
94683,6.0,2,40,2
17792,2.0,2,30,1.5
144865,5.0,3,15,1.4444
217959,4.0,2,90,2
233048,3.0,2,45,1.75
5382,2.0,2,120,2.3448
198574,,2,10,1
219359,4.0,3,60,3.1667
311927,,4,45,2.5
5934,2.0,2,180,2.8
131448,3.0,2,10,1
2586,,3,30,1
5554,3.0,2,30,1.2381
1550,,2,45,3
3801,4.0,1,90,2.4583
324,,3,90,2.4286
246754,4.0,2,15,0
149078,,1,15,1
56197,4.0,2,60,1.6667
310076,4.0,2,60,2
289720,6.0,2,45,1
239705,2.0,2,0,1
153807,5.0,2,45,0
40609,4.0,2,0,1.8
130682,4.0,2,30,1.375
199825,,2,60,1.3333
16632,3.0,2,10,1.625
274277,2.0,2,60,2
9791,,1,180,2.4167
3374,,1,10,1
18805,4.0,3,60,1
130041,,1,0,2
257964,,2,0,1
10885,2.0,1,120,2
2937,2.0,2,30,2
1240,6.0,2,10,1.1429
12568,2.0,2,30,1
8252,2.0,2,120,2.3846
207203,3.0,1,120,3
39447,5.0,2,30,1.5714
127505,,2,20,1.75
37680,5.0,3,60,2.7333
162223,6.0,4,20,1.3333
173093,4.0,2,120,3
313442,3.0,2,45,2
20409,,2,45,3
1127,3.0,2,60,1.75
245203,3.0,2,20,1
305872,2.0,2,360,2.3333
202945,4.0,3,150,2.75
1087,6.0,3,30,1
4585,,2,45,1.4
7131,2.0,2,180,2.25
171087,3.0,1,10,1
305587,2.0,2,60,1
153077,,2,20,1
5216,2.0,2,120,3
3384,,2,90,2.25
613,2.0,2,15,1.8889
283746,2.0,2,30,2
27546,6.0,2,120,1.5
18117,4.0,2,20,1
320505,2.0,2,40,2.3333
232412,,2,10,0
226757,4.0,2,20,1.5
91513,2.0,2,10,1
9474,,2,10,1.4444
190104,,3,0,1
104809,2.0,1,0,1
13614,2.0,2,120,3
20153,,2,30,1
234769,3.0,3,120,0
2563,5.0,2,45,1.2727
6466,3.0,2,20,1
8903,2.0,2,90,2.0588
8188,2.0,2,30,1.5
66551,2.0,2,20,1.8
13026,2.0,2,0,3.4
3062,2.0,2,20,2.5
2442,3.0,2,30,1
88900,3.0,2,20,1.4
33782,4.0,2,60,1
25223,2.0,2,0,2.7778
36225,2.0,2,45,1.4286
120924,,2,45,1
166972,2.0,2,5,1
150978,,2,20,1.5
229243,,2,40,1.3333
7048,4.0,3,60,1.5455
258752,4.0,3,50,1.5
27061,3.0,2,10,1
116970,4.0,2,10,1
259972,5.0,2,45,1.75
114215,,2,120,1
19534,2.0,2,60,3
25992,2.0,2,180,2.5
169328,,4,2,2
35661,2.0,2,10,1
140386,3.0,2,30,1.8333
19392,,3,30,1.2222
5757,2.0,2,30,1.7778
118342,2.0,2,10,1
41901,4.0,2,10,1
9957,2.0,2,120,2.5
121787,4.0,2,45,1.5
16253,2.0,2,20,1.8333
113995,2.0,2,0,2
14902,,2,2,2
10052,4.0,2,10,1.2857
80719,4.0,2,90,1.3333
3669,2.0,2,60,2.1667
10353,2.0,2,45,2.5
7248,3.0,2,20,1.8
156015,2.0,2,30,1.5
41573,6.0,2,20,1.5714
286535,4.0,2,30,2
14746,,1,180,2.4286
8233,3.0,2,180,2.8333
14253,3.0,3,30,1.8333
4997,,2,30,2.125
12372,4.0,2,60,1.8333
214486,2.0,2,30,1.6667
175868,2.0,2,0,2.6667
286001,2.0,2,30,0
145275,3.0,2,20,1.5
52626,4.0,3,45,1.5
118294,5.0,2,10,1.25
185393,6.0,3,90,1.25
182090,8.0,4,60,1
2753,,2,180,2.625
22815,6.0,2,60,1
319,3.0,2,20,1.8
37423,,2,30,1.5
38328,5.0,3,30,1.4167
170447,4.0,2,120,2
18613,1.0,2,360,2.5833
13863,,2,30,0
227837,,2,20,1.5
2151,,2,30,1.375
4000,,2,30,1
133886,,3,20,1.5
127317,,3,60,2
19028,6.0,3,60,1.75
194688,,2,45,2
150276,4.0,2,50,2
168055,5.0,3,30,1.5
29018,2.0,2,15,1.125
270133,,2,15,1
141681,2.0,2,45,2
236905,2.0,2,10,1.2
80942,5.0,3,45,1.2778
216629,5.0,2,10,1
10543,2.0,2,60,2.4286
524,4.0,2,30,1.4667
244951,,2,15,1
176859,3.0,2,15,2
156461,8.0,3,20,1
11473,2.0,2,120,2.3333
168174,4.0,2,10,1
219410,,2,30,1.5
131163,,1,10,1.5
89833,1.0,1,60,2.6
36649,4.0,2,45,2
320136,4.0,2,30,1.5
7985,5.0,3,90,2.75
125585,6.0,3,60,2.3333
212288,4.0,2,20,1
230885,,3,0,1
21294,5.0,3,30,1.1111
118258,,3,20,1
27678,1.0,1,15,1.7143
171430,,1,30,1.3333
243708,,2,30,1
13226,3.0,2,10,1.1429
171221,,2,15,1
313833,,4,0,1.6667
161528,6.0,3,30,1.1667
5463,2.0,2,10,1.4
6367,2.0,2,20,2
10215,,2,90,3
18885,,2,15,1
57775,2.0,2,20,1.6667
287580,,2,35,1
4646,2.0,1,30,2.25
313875,1.0,1,90,1.3333
2927,6.0,3,60,1.8
2198,2.0,2,30,1.8571
99038,2.0,2,15,1.0909
73232,2.0,2,60,2.375
3373,2.0,2,50,2
299570,3.0,2,0,2
119639,4.0,2,30,2
31764,4.0,3,20,1.5455
163242,3.0,2,30,1.4286
36687,4.0,3,30,1
10631,4.0,2,45,2.3333
11253,2.0,2,180,3.1667
1913,,3,90,2.4
179433,4.0,2,45,2.1667
141284,5.0,2,20,1
151089,,2,20,1.5
190162,2.0,2,240,2.6667
208316,2.0,2,15,1.5
6705,,2,45,1
7185,,2,20,1.5
17892,2.0,1,0,3.7
337998,5.0,2,30,1.8333
8032,2.0,1,30,2.5
12317,26.0,3,10,1
86033,,3,30,1.3333
178930,,2,30,2
219374,,2,30,1
2527,2.0,2,60,1.5714
159858,20.0,10,75,3
184443,7.0,3,1,1.1667
21990,4.0,2,1,1
11726,,2,0,0
114689,4.0,1,20,1
5837,2.0,2,30,1.5625
8459,5.0,3,45,1.75
57183,2.0,2,25,1.3333
9263,,2,240,2.3333
104813,,1,10,0
234473,,2,30,1
10258,,2,120,2.6667
3512,4.0,2,60,1.4
11235,,2,45,1.1667
197073,6.0,2,60,3
62979,4.0,2,60,2.1818
9989,4.0,2,30,1.6667
141042,4.0,2,15,1
172510,,2,40,1.5
19498,,3,0,1
14236,6.0,2,60,1.1818
1682,2.0,2,60,1.5
185028,2.0,2,40,1
137910,,2,15,1
4450,2.0,2,60,2.3636
727,,2,180,2.8571
16273,,2,180,2.5
11351,2.0,2,0,2
12600,2.0,2,5,1.4286
180389,,2,20,1.5
13440,2.0,2,0,3.2857
6665,2.0,2,45,2
184337,5.0,2,60,2
8008,,2,90,1.6
149071,6.0,1,10,1
1451,2.0,2,20,1
151410,4.0,2,60,1.75
109017,,2,15,1.75
56843,,2,45,1.75
2203,4.0,3,60,1.7778
8899,2.0,2,20,1.5
215796,6.0,2,0,1
142517,3.0,3,20,2
88704,4.0,2,10,1
177002,6.0,3,60,2
8267,2.0,2,120,3
56889,,3,30,1
221643,1.0,1,30,1.5
5905,4.0,2,60,2
135851,3.0,2,15,1
4695,,2,30,1
129295,5.0,2,30,1
59226,,6,60,2
2320,,3,240,1.3333
243343,4.0,2,30,1.5
236556,2.0,2,0,1.3333
9385,2.0,2,10,1.6
9681,4.0,2,20,1.0833
3045,2.0,2,120,2.1667
259897,5.0,2,30,1
169459,5.0,2,15,1.1
87829,,2,45,1
1325,5.0,3,45,1.2727
5876,2.0,2,90,1.6667
202517,2.0,2,30,1
8945,2.0,2,30,1.3571
1559,4.0,2,120,1.6
1354,7.0,4,30,1.625
27155,8.0,4,120,1.0345
21343,3.0,3,30,1.5833
229736,2.0,2,25,1.3333
14424,2.0,1,0,2.3333
194034,,2,15,0
3065,4.0,2,120,2.3529
58861,2.0,1,7,1.5
130185,,2,5,1
15559,2.0,2,15,1
154728,,2,20,1
113513,2.0,2,10,1.4
288019,,2,15,1.75
6350,2.0,2,60,1.6667
240423,3.0,3,45,0
4213,8.0,2,60,2
311192,6.0,2,20,1
40092,4.0,3,15,1.3333
21366,,4,30,1.8333
22991,4.0,3,30,2
24784,3.0,2,120,2.2143
34296,3.0,2,10,1
143780,,3,20,1.3333
124954,6.0,2,15,1
36238,,2,30,2.8571
12429,2.0,2,180,2.2857
5610,5.0,2,180,1.6667
268471,,2,15,0
318059,,1,30,2
6806,,2,60,1.6
29080,2.0,2,20,2.2857
250718,,3,60,1
269624,4.0,2,15,1
9776,4.0,2,30,1
211175,2.0,2,45,2
226013,4.0,2,15,1
36603,3.0,2,20,1.3333
176502,4.0,2,45,1.3333
1227,4.0,2,45,1.6667
69819,,2,60,1.7143
251445,2.0,1,30,2.25
90125,,2,10,2
8446,2.0,2,120,2.4545
7808,4.0,2,100,1.5714
165044,2.0,2,30,2.7778
9610,3.0,2,180,2.1667
34096,,2,5,1
3127,2.0,2,360,3.2308
11494,2.0,2,180,2.625
249289,,2,20,2
19998,,3,15,1.8333
220701,3.0,2,20,1
145400,,2,45,2.5
341759,3.0,2,15,1
15624,5.0,2,120,2
141569,,2,15,2
6567,2.0,2,20,1.4
29491,2.0,2,30,2.875
191512,,2,20,1
5957,2.0,2,120,2.6842
35247,2.0,2,20,2
16500,4.0,3,60,2.1333
291236,6.0,3,90,1.2
203997,4.0,2,25,1.1667
121324,2.0,2,20,1.6364
172555,,4,60,1
269913,4.0,2,45,1.5
148940,4.0,2,45,2
136563,2.0,2,15,1
15527,5.0,2,60,2
5137,1.0,1,120,2
2856,4.0,2,60,1.6667
28246,3.0,2,45,2.1875
13912,,1,240,2.375
21435,6.0,2,0,1.2222
3335,2.0,2,20,2
40804,2.0,1,30,1.9
26292,,2,0,3.1429
140100,2.0,1,20,3
17693,3.0,2,20,1
6621,2.0,2,120,2.4286
256853,6.0,4,60,1
281245,4.0,3,30,2
10742,2.0,2,10,1.3333
177572,,2,15,1
356303,,1,60,2
25920,10.0,5,30,1
10008,2.0,2,90,2.4
33288,6.0,2,120,2.6
2616,5.0,3,20,1.1667
152286,2.0,2,120,3.75
216631,,3,45,2
258377,3.0,2,15,1
117815,5.0,2,20,0
192728,1.0,2,15,0
42644,,2,30,1
2104,,2,60,2.1111
25567,3.0,3,30,1.7778
184843,,2,35,1
18564,5.0,2,60,2.5833
13091,2.0,2,30,1.5714
12943,,3,60,1.6
165651,,3,0,1
149322,1.0,2,75,1.5
189615,4.0,2,60,2.25
30936,2.0,2,45,2.875
140961,,2,20,1.6667
18858,3.0,2,30,1.25
112844,4.0,2,15,1.3333
93578,4.0,2,15,1.2222
3918,3.0,2,30,1.25
151603,3.0,2,30,1.5
18288,6.0,2,0,1.3333
1318,,2,45,2
3793,2.0,2,10,1
7851,3.0,2,45,1.5
157593,6.0,2,30,1.8333
4247,1.0,1,60,1.8
31138,2.0,2,60,2.3077
905,2.0,2,30,1.6
268776,4.0,2,20,2
271516,2.0,2,15,1
7189,4.0,3,30,1.7143
6453,2.0,2,10,1
9847,2.0,2,120,2.4545
16760,,2,0,1.4667
38141,2.0,2,0,4.5
132717,2.0,2,0,1
254546,4.0,2,15,2
90919,7.0,3,15,1.4444
27730,4.0,3,120,2.5
177411,1.0,1,45,1.6
124378,4.0,2,10,1.5
2630,,3,20,1
8366,,2,120,2.8571
26157,,2,30,2
25988,2.0,2,20,1.75
13921,2.0,2,120,2.2727
165552,4.0,2,5,1
299309,3.0,2,10,1
125028,3.0,1,20,1.2143
1785,6.0,1,300,2.625
9560,4.0,2,60,1.9333
6680,,2,10,2
88549,6.0,4,20,1
105550,2.0,2,30,1
22169,4.0,2,60,1.65
8503,,3,45,1
61996,4.0,3,90,3
27336,2.0,2,20,1
39087,2.0,2,20,1.75
36250,2.0,2,30,1.5
66044,2.0,2,20,1.6
202664,2.0,2,15,2
236893,2.0,2,10,2
106929,6.0,3,15,1.1667
10651,,2,20,1.4
67041,,2,15,1
281429,2.0,2,0,1
4969,,2,90,1.4
33779,,1,5,1.2
320534,4.0,2,0,2
62374,,2,30,2.4
1031,4.0,3,90,1.963
2372,2.0,2,30,1.0769
290462,3.0,2,30,1.6667
2383,2.0,2,45,1.9167
33907,2.0,2,30,1
161869,4.0,2,10,1
113517,2.0,2,3,1
1661,2.0,2,30,1
194819,,2,15,0
10845,2.0,2,30,1.6667
4123,4.0,2,45,1.1481
259554,4.0,2,30,1
181466,,2,30,1.6667
7539,2.0,2,120,4.2857
164600,6.0,2,60,1.375
93463,2.0,2,30,1.25
22257,5.0,2,60,2
170609,3.0,2,30,1
27460,4.0,1,25,1.5
147824,,2,35,1.75
281921,5.0,1,120,2.2
652,,3,120,2.5
85429,2.0,2,45,2
2401,3.0,2,90,1.75
40651,2.0,2,20,1.0556
117908,5.0,2,20,1.4
194496,2.0,2,90,2
8385,2.0,1,30,1.5
147149,4.0,4,1,1
11974,4.0,2,15,1
346101,3.0,2,15,1.5
6087,3.0,2,240,2.75
329579,4.0,2,15,1
266778,5.0,3,60,1.75
38050,4.0,3,30,1.9167
65592,4.0,2,120,2.4
7553,2.0,2,5,1.6296
194040,1.0,1,30,1
149112,3.0,2,180,3.6
187550,4.0,2,20,1
3425,2.0,2,30,1
31216,4.0,2,30,1.2
1777,4.0,2,90,1.619
14897,3.0,3,20,1.6
2697,4.0,2,90,1.3333
1729,6.0,2,45,1.3333
345435,4.0,2,0,1
293586,,1,60,1.3333
30852,2.0,2,20,1
93594,4.0,2,60,1.4
59602,3.0,2,90,2
4093,2.0,2,10,1.5556
7679,4.0,2,60,2
32968,5.0,2,15,1.1538
313695,6.0,1,30,1
146707,,2,60,1.5
290822,4.0,2,90,2.75
32154,2.0,2,30,1.8148
211787,,2,222,2
101628,2.0,2,30,1.5
225932,4.0,2,50,0
201971,3.0,2,20,1.3333
196220,5.0,2,60,2
11121,,2,0,2.8333
289351,6.0,2,180,2.3333
2097,6.0,2,240,2.3333
9110,,2,120,2.8
207965,4.0,2,40,2
9488,,2,30,1.5
153501,,2,20,1
156927,6.0,2,60,2
20057,,2,30,1.875
5039,2.0,2,180,2.9333
32324,2.0,2,480,3.3333
51367,,2,30,0
2172,,2,30,2
231674,3.0,3,30,1
183508,6.0,2,180,1.6667
3144,,2,60,1.8
7917,2.0,1,30,1
12226,4.0,2,0,1.5
3914,4.0,2,30,1
254341,,3,60,1
7344,2.0,1,90,1.1667
101660,,3,30,1.8333
67977,,3,30,1.875
73574,4.0,2,20,2
11112,2.0,2,0,2.4
103077,4.0,3,20,1
287474,,2,45,2.5
172064,5.0,2,10,1.1111
8526,4.0,4,30,1
11508,4.0,2,20,1.0588
153710,3.0,2,15,1
4789,3.0,2,90,1.6071
24884,,2,15,1
17181,,2,15,1
156557,2.0,1,30,1.2
14469,2.0,1,10,1
116124,,3,30,2
7269,,2,300,2
76416,6.0,1,45,2.1667
195073,,2,15,0
23613,2.0,2,240,3
301366,4.0,1,60,3
111721,,2,30,2
123930,4.0,2,60,1.8571
169393,4.0,2,30,2
287676,4.0,1,60,3
2361,,3,45,1.8333
22048,,2,60,1.4
203401,2.0,2,45,1.6667
38702,1.0,1,25,1.0769
208736,,3,120,3
8930,2.0,2,20,2.0833
111830,2.0,2,15,1.2222
255310,6.0,2,60,1
145587,4.0,2,10,1
1027,3.0,3,90,2
3649,4.0,2,60,1.6667
10459,,2,10,1
10354,2.0,2,60,1.5
9901,,3,30,2
151985,3.0,2,55,1.6667
7088,,2,60,1.6667
7443,6.0,2,10,1
170511,,3,20,0
1351,,1,0,1.4
18875,2.0,1,120,2.4286
209168,,3,30,1
8753,2.0,2,240,2.4
135431,5.0,3,90,1
136265,2.0,2,45,1.5
40938,5.0,2,40,1.2222
182634,4.0,2,0,1
1560,3.0,2,120,2.4444
21986,,2,15,1
3639,4.0,2,90,3
37379,,2,45,2.25
118713,3.0,2,30,1.4
3037,2.0,2,60,2.3333
1500,,2,50,1.1667
260815,6.0,3,0,1
193681,,3,0,0
6689,4.0,2,30,1
19044,4.0,2,0,1
69292,2.0,1,45,3
341915,,3,20,1
131182,6.0,3,10,1
32245,4.0,2,120,1.1111
150539,,4,30,1
215609,,2,180,1
181080,6.0,1,40,1
2940,4.0,2,90,1.8413
13475,,3,30,1.25
235807,,1,90,0
140271,4.0,2,30,1.087
177080,2.0,1,30,1.5
148442,4.0,2,0,1.8
270957,,2,0,1
90460,6.0,2,30,2
285048,,2,20,0
266078,,2,20,0
236332,6.0,2,30,1
33625,4.0,2,120,1.3333
339592,4.0,2,45,1
4680,2.0,2,120,3.2222
27853,6.0,3,20,1.125
93041,2.0,2,20,2.3333
246740,,2,30,2
17773,2.0,2,1,1.1875
141544,4.0,2,30,1.3333
14163,2.0,2,0,1.125
182199,,3,0,0
205769,,2,20,0
6701,,2,60,1.8571
8644,12.0,3,90,1
152822,,2,10,1.3333
15265,,2,15,1.3333
11071,6.0,3,0,2.5
9013,2.0,2,180,2.7143
120618,3.0,2,15,1
13072,4.0,2,120,2.3333
17830,,2,0,1.5
8700,,2,180,5
204671,,5,60,1
1320,,2,10,1
268582,4.0,2,30,1
218577,4.0,2,10,1
7418,,2,120,2.25
210044,,2,60,1
25677,5.0,2,90,2.1273
8419,1.0,1,120,2.5714
241245,6.0,2,10,1.2
330881,,2,90,3
14021,2.0,2,10,1
207911,6.0,2,45,1
117823,6.0,2,20,1.5
11760,4.0,2,10,1.0476
17021,3.0,2,10,1.375
1162,4.0,2,60,1.6667
22080,1.0,1,15,1.7778
133431,5.0,2,30,1
277154,8.0,2,15,1
201028,2.0,1,15,1.25
1984,,2,240,3
165711,,2,0,1
62533,,2,15,2
83117,4.0,2,45,2
18262,2.0,2,20,1.3333
1981,4.0,3,45,1.6364
4621,4.0,2,60,1.75
238884,2.0,2,10,1
206082,4.0,2,15,1
283521,3.0,2,2,1
230910,4.0,2,0,1
4606,6.0,3,45,1.7547
173100,4.0,2,20,1
42980,4.0,3,45,2.4348
179629,,2,20,1.25
273825,1.0,1,30,3
197075,3.0,2,45,1.4
9506,5.0,2,30,1.1818
62811,2.0,2,15,1
223858,3.0,3,30,1
2030,3.0,2,20,1
30896,5.0,3,25,2
25871,,2,45,2.3333
35466,2.0,2,30,1.6667
6809,1.0,1,30,1.2
6109,5.0,3,120,1.6667
5863,4.0,4,360,3.1
229537,,2,20,0
11873,4.0,4,0,1.9091
3047,,2,240,3.2857
15412,,4,30,1.2
9284,3.0,2,10,1
148918,2.0,2,90,1.3333
106836,,3,30,1
8253,2.0,2,120,2.5
180292,5.0,2,50,1.8
2385,,2,45,2.3333
286829,4.0,2,25,2
20146,4.0,2,90,2.4
160658,,1,20,2
227010,,4,60,1.5
40629,6.0,2,20,1.2941
172410,4.0,3,40,1
221263,1.0,1,20,1
274906,,2,30,1
183479,4.0,2,15,1
159536,,1,5,1
26052,2.0,2,30,1.8
3492,6.0,2,120,2.5
35371,,2,120,1
323742,,2,40,2.5
21677,4.0,2,30,1.25
166390,,2,30,0
2765,,2,90,1.5
129287,4.0,3,90,2.3333
93164,2.0,2,10,1
153038,,3,60,2
3814,2.0,2,180,3.125
65087,2.0,2,10,1
40853,3.0,2,240,1.875
26996,,2,15,1.5
254585,4.0,2,40,2
1138,3.0,1,120,1.5
32330,2.0,2,240,3.5
194033,,2,15,0
257199,,2,30,0
190064,4.0,2,25,1
6573,4.0,2,15,1
775,,3,45,1
228370,4.0,2,30,2.5
277565,,2,60,1.5
311918,2.0,2,40,1.75
24245,2.0,2,15,2
41834,2.0,2,30,1.5
8522,4.0,3,60,1.6299
155494,4.0,2,120,1.75
241297,6.0,4,60,1
239116,4.0,2,45,1.5
13786,2.0,2,60,1.1667
147915,8.0,4,30,2
165743,,2,15,2
20769,2.0,2,15,1
234974,,3,30,1
14354,2.0,2,0,3.1429
254314,,5,30,0
193271,,2,40,0
10392,4.0,1,360,4.2
118699,4.0,2,15,1.3333
165584,2.0,1,20,1
34958,5.0,2,6,1
6913,2.0,2,120,2.4286
3894,2.0,2,120,3
17136,2.0,2,30,2.0635
148660,6.0,2,15,1
11402,2.0,2,0,2.75
27291,6.0,3,45,1.4444
153319,6.0,3,45,1.5
30582,7.0,3,30,1.1538
81561,7.0,3,20,1
24180,,4,0,1.5
64219,,2,30,1
58192,,2,25,1.3333
8620,4.0,2,45,2
121813,,2,270,2.3333
11600,2.0,2,30,1
8502,2.0,2,90,1.8333
42360,4.0,2,60,1.8462
2776,,2,10,2.6667
9094,2.0,2,120,2.5714
14567,2.0,2,0,1.2
166156,2.0,2,10,1
248899,4.0,2,60,1
21276,4.0,3,90,2.6111
2806,2.0,2,30,2.1818
165828,,2,30,2
94484,2.0,2,15,1
34014,2.0,2,45,1.6667
239523,,2,60,2
12675,2.0,2,15,1
299568,,2,0,1
20833,1.0,1,0,2.8333
103714,3.0,3,120,3.0588
281417,6.0,3,15,1.1
40801,4.0,2,5,1.5
177048,4.0,2,30,1.3333
66218,6.0,2,60,1
264154,,3,40,2
5000,,2,45,1.5
6936,,2,120,2.3333
138064,,2,5,1
268008,,2,10,2
5165,,2,20,2
3465,,2,30,1.7
139690,2.0,2,45,2.2
181376,4.0,3,10,2
245528,,1,20,1
179227,4.0,2,45,2
202975,,2,0,2
20138,3.0,2,20,1.4375
157696,8.0,3,0,1
88521,4.0,2,15,1.6667
3999,5.0,2,20,1.2
194534,4.0,2,45,3
17195,2.0,2,100,2.5
23656,4.0,2,20,1.1739
5057,2.0,2,180,2.5556
29226,2.0,2,180,3.2857
2373,,3,60,2
19030,2.0,2,15,1
128290,,2,15,1
316919,,2,35,0
147472,,2,30,1.5
212902,2.0,2,10,1.5
57767,5.0,2,30,1.5
199026,,3,30,1
140859,,2,30,1.5
169462,,2,30,1.2
18983,3.0,2,90,1.6
